Field	Name	STD Offset	Rules	Format	Until	Comment	
Zone	Asia/Hanoi	9:00	-	9	1945 Sep  2		
Zone	Asia/Hanoi	7:00	-	7	1947 Apr  1		
Zone	Asia/Hanoi	8:00	-	8	1954 Oct		
Zone	Asia/Hanoi	7:00	-	7			
Zone	Asia/Harbin	8:26:44	-	LMT	1928	 or Haerbin	
Zone	Asia/Harbin	8:30	-	830	1932 Mar		
Zone	Asia/Harbin	8:00	-	CST	1940		
Zone	Asia/Harbin	9:00	-	9	1966 May		
Zone	Asia/Harbin	8:30	-	830	1980 May		
Zone	Asia/Harbin	8:00	PRC	C%sT			
Zone	Asia/Kashgar	5:03:56	-	LMT	1928	 or Kashi or Kaxgar	
Zone	Asia/Kashgar	5:30	-	530	1940		
Zone	Asia/Kashgar	5:00	-	5	1980 May		
Zone	Asia/Kashgar	8:00	PRC	C%sT			
Zone	Asia/Kuala_Lumpur	6:46:46	-	LMT	1901 Jan  1		
Zone	Asia/Kuala_Lumpur	6:55:25	-	SMT	1905 Jun  1 	 Singapore M.T.	
Zone	Asia/Kuala_Lumpur	7:00	-	7	1933 Jan  1		
Zone	Asia/Kuala_Lumpur	7:00	0:20	720	1936 Jan  1		
Zone	Asia/Kuala_Lumpur	7:20	-	720	1941 Sep  1		
Zone	Asia/Kuala_Lumpur	7:30	-	730	1942 Feb 16		
Zone	Asia/Kuala_Lumpur	9:00	-	9	1945 Sep 12		
Zone	Asia/Kuala_Lumpur	7:30	-	730	1981 Dec 31 16:00u		
Zone	Asia/Kuala_Lumpur	8:00	-	8			
Zone	Asia/Kuwait	3:11:56	-	LMT	1950		
Zone	Asia/Kuwait	3:00	-	3			
Zone	Asia/Muscat	3:54:24	-	LMT	1920		
Zone	Asia/Muscat	4:00	-	4			
Zone	Asia/Phnom_Penh	6:59:40	-	LMT	1906 Jul  1		
Zone	Asia/Phnom_Penh	7:06:30	-	PLMT	1911 May  1		
Zone	Asia/Phnom_Penh	7:00	-	7	1942 Dec 31 23:00		
Zone	Asia/Phnom_Penh	8:00	-	8	1945 Mar 14 23:00		
Zone	Asia/Phnom_Penh	9:00	-	9	1945 Sep  2		
Zone	Asia/Phnom_Penh	7:00	-	7			
Zone	Asia/Tel_Aviv	2:19:04	-	LMT	1880		
Zone	Asia/Tel_Aviv	2:21	-	JMT	1918		
Zone	Asia/Tel_Aviv	2:00	Zion	I%sT			
Zone	Asia/Vientiane	6:50:24	-	LMT	1906 Jul  1		
Zone	Asia/Vientiane	7:06:30	-	PLMT	1911 May  1		
Zone	Asia/Vientiane	7:00	-	7	1942 Dec 31 23:00		
Zone	Asia/Vientiane	8:00	-	8	1945 Mar 14 23:00		
Zone	Asia/Vientiane	9:00	-	9	1945 Sep  2		
Zone	Asia/Vientiane	7:00	-	7	1947 Apr  1		
Zone	Asia/Vientiane	8:00	-	8	1955 Apr 15		
Zone	Asia/Vientiane	7:00	-	7			
Zone	Atlantic/Jan_Mayen	-1:00	-	-1			
Zone	Atlantic/Reykjavik	#VALUE!	-	LMT	1908		
Zone	Atlantic/Reykjavik	-1:00	Iceland	#DIV/0!	1968 Apr  7  1:00s		
Zone	Atlantic/Reykjavik	0:00	-	GMT			
Zone	Atlantic/St_Helena	-0:22:48	-	LMT	1890	 Jamestown	
Zone	Atlantic/St_Helena	-0:22:48	-	JMT	1951	 Jamestown Mean Time	
Zone	Atlantic/St_Helena	0:00	-	GMT			
Zone	Australia/Currie	9:35:28	-	LMT	1895 Sep		
Zone	Australia/Currie	10:00	AT	AE%sT	1919 Oct 24		
Zone	Australia/Currie	10:00	Aus	AE%sT	1968 Oct 15		
Zone	Australia/Currie	10:00	AT	AE%sT			
Zone	Europe/Amsterdam	0:19:32	-	LMT	1835		
Zone	Europe/Amsterdam	0:19:32	Neth	%s	1937 Jul  1		
Zone	Europe/Amsterdam	0:20	Neth	0.166666667	1940 May 16  0:00		
Zone	Europe/Amsterdam	1:00	C-Eur	CE%sT	1945 Apr  2  2:00		
Zone	Europe/Amsterdam	1:00	Neth	CE%sT	1977		
Zone	Europe/Amsterdam	1:00	EU	CE%sT			
Zone	Europe/Belfast	-0:23:40	-	LMT	1880 Aug  2		
Zone	Europe/Belfast	-0:25:21	-	DMT	1916 May 21  2:00		
Zone	Europe/Belfast	#	DMT	=	Dublin/Dunsink MT		
Zone	Europe/Belfast	-0:25:21	1:00	IST	1916 Oct  1  2:00s		
Zone	Europe/Belfast	#	IST	=	Irish Summer Time		
Zone	Europe/Belfast	0:00	GB-Eire	%s	1968 Oct 27		
Zone	Europe/Belfast	1:00	-	BST	1971 Oct 31  2:00u		
Zone	Europe/Belfast	0:00	GB-Eire	%s	1996		
Zone	Europe/Belfast	0:00	EU	GMT/BST			
Zone	Europe/Copenhagen	0:50:20	-	LMT	1890		
Zone	Europe/Copenhagen	0:50:20	-	CMT	1894 Jan  1 	 Copenhagen MT	
Zone	Europe/Copenhagen	1:00	Denmark	CE%sT	1942 Nov  2  2:00s		
Zone	Europe/Copenhagen	1:00	C-Eur	CE%sT	1945 Apr  2  2:00		
Zone	Europe/Copenhagen	1:00	Denmark	CE%sT	1980		
Zone	Europe/Copenhagen	1:00	EU	CE%sT			
Zone	Europe/Guernsey	-0:10:09	-	LMT	1913 Jun 18		
Zone	Europe/Guernsey	0:00	GB-Eire	%s	1940 Jul  2		
Zone	Europe/Guernsey	1:00	C-Eur	CE%sT	1945 May  8		
Zone	Europe/Guernsey	0:00	GB-Eire	%s	1968 Oct 27		
Zone	Europe/Guernsey	1:00	-	BST	1971 Oct 31  2:00u		
Zone	Europe/Guernsey	0:00	GB-Eire	%s	1996		
Zone	Europe/Guernsey	0:00	EU	GMT/BST			
Zone	Europe/Isle_of_Man	-0:17:55	-	LMT	1883 Mar 30  0:00s		
Zone	Europe/Isle_of_Man	0:00	GB-Eire	%s	1968 Oct 27		
Zone	Europe/Isle_of_Man	1:00	-	BST	1971 Oct 31  2:00u		
Zone	Europe/Isle_of_Man	0:00	GB-Eire	%s	1996		
Zone	Europe/Isle_of_Man	0:00	EU	GMT/BST			
Zone	Europe/Jersey	-0:08:26	-	LMT	1898 Jun 11 16:00u		
Zone	Europe/Jersey	0:00	GB-Eire	%s	1940 Jul  2		
Zone	Europe/Jersey	1:00	C-Eur	CE%sT	1945 May  8		
Zone	Europe/Jersey	0:00	GB-Eire	%s	1968 Oct 27		
Zone	Europe/Jersey	1:00	-	BST	1971 Oct 31  2:00u		
Zone	Europe/Jersey	0:00	GB-Eire	%s	1996		
Zone	Europe/Jersey	0:00	EU	GMT/BST			
Zone	Europe/Ljubljana	0:58:04	-	LMT	1884		
Zone	Europe/Ljubljana	1:00	-	CET	1941 Apr 18 23:00		
Zone	Europe/Ljubljana	1:00	C-Eur	CE%sT	1945 May  8  2:00s		
Zone	Europe/Ljubljana	1:00	1:00	CEST	1945 Sep 16  2:00s		
Zone	Europe/Ljubljana	1:00	-	CET	1982 Nov 27		
Zone	Europe/Ljubljana	1:00	EU	CE%sT			
Zone	Europe/Luxembourg	0:24:36	-	LMT	1904 Jun		
Zone	Europe/Luxembourg	1:00	Lux	CE%sT	1918 Nov 25		
Zone	Europe/Luxembourg	0:00	Lux	WE%sT	1929 Oct  6  2:00s		
Zone	Europe/Luxembourg	0:00	Belgium	WE%sT	1940 May 14  3:00		
Zone	Europe/Luxembourg	1:00	C-Eur	WE%sT	1944 Sep 18  3:00		
Zone	Europe/Luxembourg	1:00	Belgium	CE%sT	1977		
Zone	Europe/Luxembourg	1:00	EU	CE%sT			
Zone	Europe/Monaco	0:29:32	-	LMT	1892 Jun  1		
Zone	Europe/Monaco	0:09:21	-	PMT	1911 Mar 29 	 Paris Mean Time	
Zone	Europe/Monaco	0:00	France	WE%sT	1945 Sep 16  3:00		
Zone	Europe/Monaco	1:00	France	CE%sT	1977		
Zone	Europe/Monaco	1:00	EU	CE%sT			
Zone	Europe/Oslo	0:43:00	-	LMT	1895 Jan  1		
Zone	Europe/Oslo	1:00	Norway	CE%sT	1940 Aug 10 23:00		
Zone	Europe/Oslo	1:00	C-Eur	CE%sT	1945 Apr  2  2:00		
Zone	Europe/Oslo	1:00	Norway	CE%sT	1980		
Zone	Europe/Oslo	1:00	EU	CE%sT			
Zone	Europe/Sarajevo	1:13:40	-	LMT	1884		
Zone	Europe/Sarajevo	1:00	-	CET	1941 Apr 18 23:00		
Zone	Europe/Sarajevo	1:00	C-Eur	CE%sT	1945 May  8  2:00s		
Zone	Europe/Sarajevo	1:00	1:00	CEST	1945 Sep 16  2:00s		
Zone	Europe/Sarajevo	1:00	-	CET	1982 Nov 27		
Zone	Europe/Sarajevo	1:00	EU	CE%sT			
Zone	Europe/Skopje	1:25:44	-	LMT	1884		
Zone	Europe/Skopje	1:00	-	CET	1941 Apr 18 23:00		
Zone	Europe/Skopje	1:00	C-Eur	CE%sT	1945 May  8  2:00s		
Zone	Europe/Skopje	1:00	1:00	CEST	1945 Sep 16  2:00s		
Zone	Europe/Skopje	1:00	-	CET	1982 Nov 27		
Zone	Europe/Skopje	1:00	EU	CE%sT			
Zone	Europe/Stockholm	1:12:12	-	LMT	1879 Jan  1		
Zone	Europe/Stockholm	1:00:14	-	SET	1900 Jan  1 	 Swedish Time	
Zone	Europe/Stockholm	1:00	-	CET	1916 May 14 23:00		
Zone	Europe/Stockholm	1:00	1:00	CEST	1916 Oct  1  1:00		
Zone	Europe/Stockholm	1:00	-	CET	1980		
Zone	Europe/Stockholm	1:00	EU	CE%sT			
Zone	Europe/Tiraspol	1:58:32	-	LMT	1880		
Zone	Europe/Tiraspol	1:55	-	CMT	1918 Feb 15 	 Chisinau MT	
Zone	Europe/Tiraspol	1:44:24	-	BMT	1931 Jul 24 	 Bucharest MT	
Zone	Europe/Tiraspol	2:00	Romania	EE%sT	1940 Aug 15		
Zone	Europe/Tiraspol	2:00	1:00	EEST	1941 Jul 17		
Zone	Europe/Tiraspol	1:00	C-Eur	CE%sT	1944 Aug 24		
Zone	Europe/Tiraspol	3:00	Russia	MSK/MSD	1991 Mar 31  2:00		
Zone	Europe/Tiraspol	2:00	Russia	EE%sT	1992 Jan 19  2:00		
Zone	Europe/Tiraspol	3:00	Russia	MSK/MSD			
Zone	Europe/Uzhgorod	1:29:12	-	LMT	1890 Oct		
Zone	Europe/Uzhgorod	1:00	-	CET	1940		
Zone	Europe/Uzhgorod	1:00	C-Eur	CE%sT	1944 Oct		
Zone	Europe/Uzhgorod	1:00	1:00	CEST	1944 Oct 26		
Zone	Europe/Uzhgorod	1:00	-	CET	1945 Jun 29		
Zone	Europe/Uzhgorod	3:00	Russia	MSK/MSD	1990		
Zone	Europe/Uzhgorod	3:00	-	MSK	1990 Jul  1  2:00		
Zone	Europe/Uzhgorod	1:00	-	CET	1991 Mar 31  3:00		
Zone	Europe/Uzhgorod	2:00	-	EET	1992 Mar 20		
Zone	Europe/Uzhgorod	2:00	C-Eur	EE%sT	1996 May 13		
Zone	Europe/Uzhgorod	2:00	EU	EE%sT			
Zone	Europe/Vaduz	0:38:04	-	LMT	1894 Jun		
Zone	Europe/Vaduz	1:00	Swiss	CE%sT	1981		
Zone	Europe/Vaduz	1:00	EU	CE%sT			
Zone	Europe/Zagreb	1:03:52	-	LMT	1884		
Zone	Europe/Zagreb	1:00	-	CET	1941 Apr 18 23:00		
Zone	Europe/Zagreb	1:00	C-Eur	CE%sT	1945 May  8  2:00s		
Zone	Europe/Zagreb	1:00	1:00	CEST	1945 Sep 16  2:00s		
Zone	Europe/Zagreb	1:00	-	CET	1982 Nov 27		
Zone	Europe/Zagreb	1:00	EU	CE%sT			
Zone	Europe/Zaporozhye	2:20:40	-	LMT	1880		
Zone	Europe/Zaporozhye	2:20	-	220	1924 May  2		
Zone	Europe/Zaporozhye	2:00	-	EET	1930 Jun 21		
Zone	Europe/Zaporozhye	3:00	-	MSK	1941 Aug 25		
Zone	Europe/Zaporozhye	1:00	C-Eur	CE%sT	1943 Oct 25		
Zone	Europe/Zaporozhye	3:00	Russia	MSK/MSD	1991 Mar 31  2:00		
Zone	Europe/Zaporozhye	2:00	E-Eur	EE%sT	1992 Mar 20		
Zone	Europe/Zaporozhye	2:00	C-Eur	EE%sT	1996 May 13		
Zone	Europe/Zaporozhye	2:00	EU	EE%sT			
Zone	Indian/Antananarivo	3:10:04	-	LMT	1911 Jul		
Zone	Indian/Antananarivo	3:00	-	EAT	1954 Feb 27 23:00s		
Zone	Indian/Antananarivo	3:00	1:00	EAST	1954 May 29 23:00s		
Zone	Indian/Antananarivo	3:00	-	EAT			
Zone	Indian/Christmas	7:02:52	-	LMT	1895 Feb		
Zone	Indian/Christmas	7:00	-	7			
Zone	Indian/Cocos	6:27:40	-	LMT	1900		
Zone	Indian/Cocos	6:30	-	630			
Zone	Indian/Comoro	2:53:04	-	LMT	1911 Jul 	" Moroni, Gran Comoro"	
Zone	Indian/Comoro	3:00	-	EAT			
Zone	Indian/Kerguelen	0	-	0	1950	 Port-aux-Français	
Zone	Indian/Kerguelen	5:00	-	5			
Zone	Indian/Mahe	3:41:48	-	LMT	1907 Jan  1 	 Victoria	
Zone	Indian/Mahe	4:00	-	4			
Zone	Indian/Mayotte	3:00:56	-	LMT	1911 Jul 	 Mamoutzou	
Zone	Indian/Mayotte	3:00	-	EAT			
Zone	Indian/Reunion	3:41:52	-	LMT	1911 Jun 	 Saint-Denis	
Zone	Indian/Reunion	4:00	-	4			
Zone	Pacific/Chuuk	-13:52:52	-	LMT	1844 Dec 31		
Zone	Pacific/Chuuk	10:07:08	-	LMT	1901		
Zone	Pacific/Chuuk	10:00	-	10	1914 Oct		
Zone	Pacific/Chuuk	9:00	-	9	1919 Feb  1		
Zone	Pacific/Chuuk	10:00	-	10	1941 Apr  1		
Zone	Pacific/Chuuk	9:00	-	9	1945 Aug		
Zone	Pacific/Chuuk	10:00	-	10			
Zone	Pacific/Enderbury	0	-	0	1860		
Zone	Pacific/Enderbury	-11:24:20	-	LMT	1885		
Zone	Pacific/Enderbury	0	-	0	1938 Mar  6		
Zone	Pacific/Enderbury	-12:00	-	-12	1942 Feb  9		
Zone	Pacific/Enderbury	0	-	0			
Zone	Pacific/Funafuti	11:56:52	-	LMT	1901		
Zone	Pacific/Funafuti	12:00	-	12			
Zone	Pacific/Johnston	-10:00	-	HST			
Zone	Pacific/Majuro	11:24:48	-	LMT	1901		
Zone	Pacific/Majuro	11:00	-	11	1914 Oct		
Zone	Pacific/Majuro	9:00	-	9	1919 Feb  1		
Zone	Pacific/Majuro	11:00	-	11	1937		
Zone	Pacific/Majuro	10:00	-	10	1941 Apr  1		
Zone	Pacific/Majuro	9:00	-	9	1944 Jan 30		
Zone	Pacific/Majuro	11:00	-	11	1969 Oct		
Zone	Pacific/Majuro	12:00	-	12			
Zone	Pacific/Midway	-11:49:28	-	LMT	1901		
Zone	Pacific/Midway	-11:00	-	-11	1956 Jun  3		
Zone	Pacific/Midway	-11:00	1:00	-10	1956 Sep  2		
Zone	Pacific/Midway	-11:00	-	SST			
Zone	Pacific/Pohnpei	-13:27:08	-	LMT	1844 Dec 31		 Kolonia
Zone	Pacific/Pohnpei	10:32:52	-	LMT	1901		
Zone	Pacific/Pohnpei	11:00	-	11	1914 Oct		
Zone	Pacific/Pohnpei	9:00	-	9	1919 Feb  1		
Zone	Pacific/Pohnpei	11:00	-	11	1937		
Zone	Pacific/Pohnpei	10:00	-	10	1941 Apr  1		
Zone	Pacific/Pohnpei	9:00	-	9	1945 Aug		
Zone	Pacific/Pohnpei	11:00	-	11			
Zone	Pacific/Saipan	-14:17:00	-	LMT	1844 Dec 31		
Zone	Pacific/Saipan	9:43:00	-	LMT	1901		
Zone	Pacific/Saipan	9:00	-	9	1944 Jul  9		
Zone	Pacific/Saipan	10:00	Guam	G%sT	2000 Dec 23		
Zone	Pacific/Saipan	10:00	-	ChST			
Zone	Pacific/Wake	11:06:28	-	LMT	1901		
Zone	Pacific/Wake	12:00	-	12			
Zone	Pacific/Wallis	12:15:20	-	LMT	1901		
Zone	Pacific/Wallis	12:00	-	12			
Zone	HST	-10:00	-	HST			
Zone	PST8PDT	-8:00	US	P%sT			
Zone	MST	-7:00	-	MST			
Zone	MST7MDT	-7:00	US	M%sT			
Zone	CST6CDT	-6:00	US	C%sT			
Zone	EST	-5:00	-	EST			
Zone	EST5EDT	-5:00	US	E%sT			
Zone	WET	0:00	EU	WE%sT			
Zone	CET	1:00	C-Eur	CE%sT			
Zone	MET	1:00	C-Eur	ME%sT			
Zone	EET	2:00	EU	EE%sT			
Zone	Etc/UTC	0	-	UTC			
Zone	Etc/GMT	0	-	GMT			
Zone	Etc/GMT-14	14	-	%z			
Zone	Etc/GMT-13	13	-	%z			
Zone	Etc/GMT-12	12	-	%z			
Zone	Etc/GMT-11	11	-	%z			
Zone	Etc/GMT-10	10	-	%z			
Zone	Etc/GMT-9	9	-	%z			
Zone	Etc/GMT-8	8	-	%z			
Zone	Etc/GMT-7	7	-	%z			
Zone	Etc/GMT-6	6	-	%z			
Zone	Etc/GMT-5	5	-	%z			
Zone	Etc/GMT-4	4	-	%z			
Zone	Etc/GMT-3	3	-	%z			
Zone	Etc/GMT-2	2	-	%z			
Zone	Etc/GMT-1	1	-	%z			
Zone	Etc/GMT+1	-1	-	%z			
Zone	Etc/GMT+2	-2	-	%z			
Zone	Etc/GMT+3	-3	-	%z			
Zone	Etc/GMT+4	-4	-	%z			
Zone	Etc/GMT+5	-5	-	%z			
Zone	Etc/GMT+6	-6	-	%z			
Zone	Etc/GMT+7	-7	-	%z			
Zone	Etc/GMT+8	-8	-	%z			
Zone	Etc/GMT+9	-9	-	%z			
Zone	Etc/GMT+10	-10	-	%z			
Zone	Etc/GMT+11	-11	-	%z			
Zone	Etc/GMT+12	-12	-	%z			
Zone	Europe/London	-0:01:15	-	LMT	1847 Dec  1		
Zone	Europe/London	0:00	GB-Eire	%s	1968 Oct 27		
Zone	Europe/London	1:00	-	BST	1971 Oct 31  2:00u		
Zone	Europe/London	0:00	GB-Eire	%s	1996		
Zone	Europe/London	0:00	EU	GMT/BST			
Zone	Europe/Dublin	-0:25:21	-	LMT	1880 Aug  2		
Zone	Europe/Dublin	-0:25:21	-	DMT	1916 May 21  2:00s		
Zone	Europe/Dublin	-0:25:21	1:00	IST	1916 Oct  1  2:00s		
Zone	Europe/Dublin	0:00	GB-Eire	%s	1921 Dec  6 	 independence	
Zone	Europe/Dublin	0:00	GB-Eire	GMT/IST	1940 Feb 25  2:00s		
Zone	Europe/Dublin	0:00	1:00	IST	1946 Oct  6  2:00s		
Zone	Europe/Dublin	0:00	-	GMT	1947 Mar 16  2:00s		
Zone	Europe/Dublin	0:00	1:00	IST	1947 Nov  2  2:00s		
Zone	Europe/Dublin	0:00	-	GMT	1948 Apr 18  2:00s		
Zone	Europe/Dublin	0:00	GB-Eire	GMT/IST	1968 Oct 27		
Zone	Europe/Dublin	1:00	Eire	IST/GMT			
Zone	Europe/Tirane	1:19:20	-	LMT	1914		
Zone	Europe/Tirane	1:00	-	CET	1940 Jun 16		
Zone	Europe/Tirane	1:00	Albania	CE%sT	1984 Jul		
Zone	Europe/Tirane	1:00	EU	CE%sT			
Zone	Europe/Andorra	0:06:04	-	LMT	1901		
Zone	Europe/Andorra	0:00	-	WET	1946 Sep 30		
Zone	Europe/Andorra	1:00	-	CET	1985 Mar 31  2:00		
Zone	Europe/Andorra	1:00	EU	CE%sT			
Zone	Europe/Vienna	1:05:21	-	LMT	1893 Apr		
Zone	Europe/Vienna	1:00	C-Eur	CE%sT	1920		
Zone	Europe/Vienna	1:00	Austria	CE%sT	1940 Apr  1  2:00s		
Zone	Europe/Vienna	1:00	C-Eur	CE%sT	1945 Apr  2  2:00s		
Zone	Europe/Vienna	1:00	1:00	CEST	1945 Apr 12  2:00s		
Zone	Europe/Vienna	1:00	-	CET	1946		
Zone	Europe/Vienna	1:00	Austria	CE%sT	1981		
Zone	Europe/Vienna	1:00	EU	CE%sT			
Zone	Europe/Minsk	1:50:16	-	LMT	1880		
Zone	Europe/Minsk	1:50	-	MMT	1924 May  2 	 Minsk Mean Time	
Zone	Europe/Minsk	2:00	-	EET	1930 Jun 21		
Zone	Europe/Minsk	3:00	-	MSK	1941 Jun 28		
Zone	Europe/Minsk	1:00	C-Eur	CE%sT	1944 Jul  3		
Zone	Europe/Minsk	3:00	Russia	MSK/MSD	1990		
Zone	Europe/Minsk	3:00	-	MSK	1991 Mar 31  2:00s		
Zone	Europe/Minsk	2:00	Russia	EE%sT	2011 Mar 27  2:00s		
Zone	Europe/Minsk	3:00	-	%z			
Zone	Europe/Brussels	0:17:30	-	LMT	1880		
Zone	Europe/Brussels	0:17:30	-	BMT	1892 May  1 00:17:30		
Zone	Europe/Brussels	0:00	-	WET	1914 Nov  8		
Zone	Europe/Brussels	1:00	-	CET	1916 May  1  0:00		
Zone	Europe/Brussels	1:00	C-Eur	CE%sT	1918 Nov 11 11:00u		
Zone	Europe/Brussels	0:00	Belgium	WE%sT	1940 May 20  2:00s		
Zone	Europe/Brussels	1:00	C-Eur	CE%sT	1944 Sep  3		
Zone	Europe/Brussels	1:00	Belgium	CE%sT	1977		
Zone	Europe/Brussels	1:00	EU	CE%sT			
Zone	Europe/Sofia	1:33:16	-	LMT	1880		
Zone	Europe/Sofia	1:56:56	-	IMT	1894 Nov 30 	 Istanbul MT?	
Zone	Europe/Sofia	2:00	-	EET	1942 Nov  2  3:00		
Zone	Europe/Sofia	1:00	C-Eur	CE%sT	1945		
Zone	Europe/Sofia	1:00	-	CET	1945 Apr  2  3:00		
Zone	Europe/Sofia	2:00	-	EET	1979 Mar 31 23:00		
Zone	Europe/Sofia	2:00	Bulg	EE%sT	1982 Sep 26  3:00		
Zone	Europe/Sofia	2:00	C-Eur	EE%sT	1991		
Zone	Europe/Sofia	2:00	E-Eur	EE%sT	1997		
Zone	Europe/Sofia	2:00	EU	EE%sT			
Zone	Europe/Prague	0:57:44	-	LMT	1850		
Zone	Europe/Prague	0:57:44	-	PMT	1891 Oct    	 Prague Mean Time	
Zone	Europe/Prague	1:00	C-Eur	CE%sT	1945 May  9		
Zone	Europe/Prague	1:00	Czech	CE%sT	1946 Dec  1  3:00		
Zone	Europe/Prague	1:00	-1:00	GMT	1947 Feb 23  2:00		
Zone	Europe/Prague	1:00	Czech	CE%sT	1979		
Zone	Europe/Prague	1:00	EU	CE%sT			
Zone	Atlantic/Faroe	-0:27:04	-	LMT	1908 Jan 11 	 Tórshavn	
Zone	Atlantic/Faroe	0:00	-	WET	1981		
Zone	Atlantic/Faroe	0:00	EU	WE%sT			
Zone	America/Danmarkshavn	-1:14:40	-	LMT	1916 Jul 28		
Zone	America/Danmarkshavn	-3:00	-	%z	1980 Apr  6  2:00		
Zone	America/Danmarkshavn	-3:00	EU	%z	1996		
Zone	America/Danmarkshavn	0:00	-	GMT			
Zone	America/Scoresbysund	-1:27:52	-	LMT	1916 Jul 28 	 Ittoqqortoormiit	
Zone	America/Scoresbysund	-2:00	-	%z	1980 Apr  6  2:00		
Zone	America/Scoresbysund	-2:00	C-Eur	%z	1981 Mar 29		
Zone	America/Scoresbysund	-1:00	EU	%z	2024 Mar 31		
Zone	America/Scoresbysund	-2:00	EU	%z			
Zone	America/Nuuk	-3:26:56	-	LMT	1916 Jul 28 	 Godthåb	
Zone	America/Nuuk	-3:00	-	%z	1980 Apr  6  2:00		
Zone	America/Nuuk	-3:00	EU	%z	2023 Mar 26  1:00u		
Zone	America/Nuuk	-2:00	-	%z	2023 Oct 29  1:00u		
Zone	America/Nuuk	-2:00	EU	%z			
Zone	America/Thule	-4:35:08	-	LMT	1916 Jul 28 	 Pituffik	
Zone	America/Thule	-4:00	Thule	A%sT			
Zone	Europe/Tallinn	1:39:00	-	LMT	1880		
Zone	Europe/Tallinn	1:39:00	-	TMT	1918 Feb    	 Tallinn Mean Time	
Zone	Europe/Tallinn	1:00	C-Eur	CE%sT	1919 Jul		
Zone	Europe/Tallinn	1:39:00	-	TMT	1921 May		
Zone	Europe/Tallinn	2:00	-	EET	1940 Aug  6		
Zone	Europe/Tallinn	3:00	-	MSK	1941 Sep 15		
Zone	Europe/Tallinn	1:00	C-Eur	CE%sT	1944 Sep 22		
Zone	Europe/Tallinn	3:00	Russia	MSK/MSD	1989 Mar 26  2:00s		
Zone	Europe/Tallinn	2:00	1:00	EEST	1989 Sep 24  2:00s		
Zone	Europe/Tallinn	2:00	C-Eur	EE%sT	1998 Sep 22		
Zone	Europe/Tallinn	2:00	EU	EE%sT	1999 Oct 31  4:00		
Zone	Europe/Tallinn	2:00	-	EET	2002 Feb 21		
Zone	Europe/Tallinn	2:00	EU	EE%sT			
Zone	Europe/Helsinki	1:39:49	-	LMT	1878 May 31		
Zone	Europe/Helsinki	1:39:49	-	HMT	1921 May    	 Helsinki Mean Time	
Zone	Europe/Helsinki	2:00	Finland	EE%sT	1983		
Zone	Europe/Helsinki	2:00	EU	EE%sT			
Zone	Europe/Paris	0:09:21	-	LMT	1891 Mar 16		
Zone	Europe/Paris	0:09:21	-	PMT	1911 Mar 11 	 Paris Mean Time	
Zone	Europe/Paris	0:00	France	WE%sT	1940 Jun 14 23:00		
Zone	Europe/Paris	1:00	C-Eur	CE%sT	1944 Aug 25		
Zone	Europe/Paris	0:00	France	WE%sT	1945 Sep 16  3:00		
Zone	Europe/Paris	1:00	France	CE%sT	1977		
Zone	Europe/Paris	1:00	EU	CE%sT			
Zone	Europe/Berlin	0:53:28	-	LMT	1893 Apr		
Zone	Europe/Berlin	1:00	C-Eur	CE%sT	1945 May 24  2:00		
Zone	Europe/Berlin	1:00	SovietZone	CE%sT	1946		
Zone	Europe/Berlin	1:00	Germany	CE%sT	1980		
Zone	Europe/Berlin	1:00	EU	CE%sT			
Zone	Europe/Gibraltar	-0:21:24	-	LMT	1880 Aug  2		
Zone	Europe/Gibraltar	0:00	GB-Eire	%s	1957 Apr 14  2:00		
Zone	Europe/Gibraltar	1:00	-	CET	1982		
Zone	Europe/Gibraltar	1:00	EU	CE%sT			
Zone	Europe/Athens	1:34:52	-	LMT	1895 Sep 14		
Zone	Europe/Athens	1:34:52	-	AMT	1916 Jul 28  0:01 	 Athens MT	
Zone	Europe/Athens	2:00	Greece	EE%sT	1941 Apr 30		
Zone	Europe/Athens	1:00	Greece	CE%sT	1944 Apr  4		
Zone	Europe/Athens	2:00	Greece	EE%sT	1981		
Zone	Europe/Athens	2:00	EU	EE%sT			
Zone	Europe/Budapest	1:16:20	-	LMT	1890 Nov  1		
Zone	Europe/Budapest	1:00	C-Eur	CE%sT	1918		
Zone	Europe/Budapest	1:00	Hungary	CE%sT	1941 Apr  7 23:00		
Zone	Europe/Budapest	1:00	C-Eur	CE%sT	1945		
Zone	Europe/Budapest	1:00	Hungary	CE%sT	1984		
Zone	Europe/Budapest	1:00	EU	CE%sT			
Zone	Europe/Rome	0:49:56	-	LMT	1866 Dec 12		
Zone	Europe/Rome	0:49:56	-	RMT	1893 Oct 31 23:00u 	 Rome Mean	
Zone	Europe/Rome	1:00	Italy	CE%sT	1943 Sep 10		
Zone	Europe/Rome	1:00	C-Eur	CE%sT	1944 Jun  4		
Zone	Europe/Rome	1:00	Italy	CE%sT	1980		
Zone	Europe/Rome	1:00	EU	CE%sT			
Zone	Europe/Riga	1:36:34	-	LMT	1880		
Zone	Europe/Riga	1:36:34	-	RMT	1918 Apr 15  2:00 	 Riga MT	
Zone	Europe/Riga	1:36:34	1:00	LST	1918 Sep 16  3:00 	 Latvian ST	
Zone	Europe/Riga	1:36:34	-	RMT	1919 Apr  1  2:00		
Zone	Europe/Riga	1:36:34	1:00	LST	1919 May 22  3:00		
Zone	Europe/Riga	1:36:34	-	RMT	1926 May 11		
